,Product
44126,Clc1cncc(NCc2ccccc2)n1
44127,Cc1cc([N+](=O)[O-])c(OCc2ccccc2)c(Cl)c1C
44128,CC(C)(C)c1cn2cccc(C=O)c2n1
44129,COC(=O)COc1ccc(C(F)(F)F)cc1Br
44130,CS(=O)c1ccsc1Br
44131,C=C(C)OC(=O)Nc1cc(-c2cc3cnc(SC)nc3nc2C)c(Br)cc1F
44132,c1ccc2c(c1)CCC21CCNCC1
44133,CCOC(=O)c1ccc(OCCNC(=O)c2cc3ccccc3o2)cc1
44134,Cc1ccc2nc(-c3ccc(NC(=O)c4ccccc4N)cc3)sc2c1
44135,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc(N)c1N
44136,Cc1ccc(CC2(O)CCN(CC3Cc4cc(OCc5ccccc5)ccc4O3)CC2)cc1
44137,CC(C)(C)OC(=O)[C@H](CCN(CC=Cc1ccccc1[N+](=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21)NC(=O)OCc1ccccc1
44138,CCOC(C)n1nc(NC(=O)c2ccc(OC)cc2)c2cc(C(=O)O)sc21
44139,N#Cc1ccnc(OCC(F)(F)F)c1
44140,CCC(=O)Nc1ncc(CN2CCN(c3ccccc3)CC2)c2nc(-c3ccco3)nn12
44141,CC(C)(C)C(=O)Oc1ccc(C(=O)NCc2nc(-c3ccncc3)n[nH]2)c(OC(=O)C(C)(C)C)c1
44142,CCCc1cc2c(N3CCn4c(nnc4C(F)(F)F)C3)nc(COc3ccccc3C(=O)O)nc2s1
44143,CN1C(=O)N(Cc2ccc(Cl)c(Cl)c2)CC1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1
44144,CCN(CC(F)(F)F)c1nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c(-c2ccc(OCCO)cc2)c1C#N
44145,COCC(C)Nc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1
44146,CC(C)(C)[Si](C)(C)Oc1ccc(NC(=O)CN2CCC(O)(Cc3ccc(Cl)cc3)CC2)cc1
44147,CCCN1CCC(c2cc(OC)c(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)cc2C)CC1
44148,O=C1CCc2ccc(OC3CCNCC3)cc2N1
44149,FC(F)(F)Oc1ccc(C2CCc3c2nc(Cl)nc3N2CCC2)cc1
44150,COC(=O)Cc1ccc(COc2cccc(-c3c(C)nnc4c(Cl)cccc34)c2)cc1
44151,CCOC(=O)C(C)(C)Oc1ccc(OCC(=O)Nc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1C
44152,COc1cc(C)ccc1C1(c2ccccc2O)CC1
44153,O=C(Nc1cccnc1)c1ccc2[nH]c3c(c2c1)CCCC3=NO
44154,O=C(O)CCCCCCCCCCCc1cccc(I)c1
44155,O=C(O)C1Cc2cccc(-c3ccccc3)c2C1
44156,CCC(C)(C)c1ccc(CC(C(=O)O)C(O)c2cccc(Cl)c2)cc1
44157,COC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C
44158,O=C(O)c1c(S(=O)(=O)Cc2ccccc2)ccc2nc(Nc3cccc(Cl)c3Cl)[nH]c12
44159,O=C(Nc1cc(-c2cccs2)ccc1C(=O)O)c1cc(N2CCCCC2)ccc1O
44160,O=Cc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1
44161,O=C(O)CCCOc1cnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2Oc2ncccn2)nc1
44162,Cc1cccc(OCCN2CCCC2)c1[N+](=O)[O-]
44163,CCOc1cc2ncc(C#N)c(Nc3ccc4cc[nH]c4c3)c2cc1OCC
44164,Oc1ccc(-c2ccc3c(c2)c2c(n3Cc3ccccc3)CCCC2)cc1
44165,CC(C)(C)OC(=O)Nc1cc(OC(C)(C)C)c(-c2ccccc2F)cc1NC(=O)CC(=O)c1ccc(C#N)s1
44166,COC(=O)Cc1cncc(-c2ccc(C(F)(F)F)cc2)c1
44167,COc1nc2c(Cl)ccc(OCC(=O)O)c2c(C)c1Cc1ccc(-n2cccn2)cc1
44168,CCCOc1c2c(c(OCCC)c3ccccc13)C(O)N(c1ccc(CC(=O)OCC)cc1C)C2=O
44169,CCOC(=O)c1cccc(Cc2cc(Cl)ccc2OCC(C)C)n1
44170,CCOc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2NCCN(CC)CC)cc1
44171,O=C(NC1CCCCC1)C1CCN(C(C(=O)NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc(Cl)cc2)CC1
44172,CC(C)NC(=O)c1cnc(OCc2conc2-c2ccccn2)cn1
44173,CCC(=O)CN(C(=O)c1cc(C(F)(F)F)cc(S(C)(=O)=O)c1)c1cnccc1-c1ccc(F)cc1OC
44174,O=C(c1cnn2cccnc12)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1
44175,CC(C)(Oc1ccc(N)cc1Cl)c1ccccn1
44176,COC(=O)/C=C/c1cn(Cc2ccccc2)nc1C(C)C
44177,COc1ccc(N(C)c2ccc(CNC(=O)C3(NC(=O)c4cncnc4)CC3)cc2)c(C)c1
44178,CC(C)(C)OC(=O)NC(C(=O)c1ccc(OC2CCCCC2)cc1)c1ccc(Cl)cc1
44179,CS(=O)(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1
44180,COC(=O)CCc1ccc(C(=O)CCl)cc1
44181,C=CCCC=C(C)CCC=C(C)C
44182,Nc1cccc2oc(-c3c(F)cccc3F)nc12
44183,CCOC(=O)C(NC(=O)c1ccc(C)cn1)C(=O)OCC
44184,O=C(C1CCC1)N1CCCCC1C/C=C/c1ccccc1
44185,COC(=O)COc1cccc2[nH]ccc12
44186,C/C=C/c1cc(C(=O)O)c(F)cc1OCC12CC3CC(CC(C3)C1)C2
44187,CCN1CCC(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)CC1
44188,CCC1CNCCN1C(=O)c1cnc(C(C)C)nc1NCc1ccco1
44189,CCCCCCCCNC(=O)[C@@H]1C[C@H]1c1ccc(N)cc1
44190,CC(C)(C)OC(=O)N1CCN(c2cccc3cc(F)c(F)cc23)CC1
44191,CN(CCO)C(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
44192,Cc1ccc(CN2CC3CCC2C3Nc2ccc3[nH]ncc3c2)cc1OCCO
44193,COc1ccccc1CNC1CCc2ccccc2C1Cc1ccccc1
44194,COC(=O)c1cc(-c2[nH]c(C3COC3)nc2C)c(C)cc1C
44195,O=C(O)/C=C/c1ccn(S(=O)(=O)c2cccc(Br)c2)c1
44196,COC(=O)c1cc2c(ncn2-c2cccc(-c3ccsc3)c2)[nH]1
44197,CCCS(=O)(=O)N1CC(CNC(=O)c2ccc(Cl)cc2Cl)(c2ccccn2)C1
44198,Cc1ccc(C(=O)N2CCc3ccc(C(=O)NO)cc3C2)cc1
44199,CC(C)(C)[Si](OCCC1(c2ccccc2)SC(c2cc(F)ccc2F)=NN1C(N)=S)(c1ccccc1)c1ccccc1
44200,NCCCCCOc1ccc(-n2ccnc2)cc1
44201,Nc1nc(Cl)cc(C2C3CC4CC(C3)CC2C4)n1
44202,C[Si](C)(C)CCOCN1C(=O)C2(Cc3cc(N)cnc3C2)c2cccnc21
44203,COc1cc2c(cn1)c(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)c(Cc1cccc(F)c1C)n2-c1ccccc1
44204,Nc1cccc2c1C(=O)N(c1cccc(C(F)(F)F)c1)C2
44205,OCCN(Cc1ccccc1)Cc1ccoc1
44206,C[C@@H](Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cn(COCC[Si](C)(C)C)c(C(N)=O)n1
44207,CC(C)OC(=O)C1CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cc(C#N)[nH]c21
44208,Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3CC(C)C[C@@H]3[C@H]2CNC(=O)C(F)(F)F)c1
44209,CCOC(=O)CC[C@@H]1Cc2ccccc2C2(C1)OCCO2
44210,COCCn1cc(C(=O)N2CCC(c3cc(CNC(=O)C(F)(F)F)ccc3F)CC2)c2c(C(=O)N(C)C)cccc21
44211,CC(C)N1CC(F)(F)C(=O)N(C)c2cnc(Cl)nc21
44212,CC(C)(C)c1cn2c(=O)[nH]nc2c(NCCO)n1
44213,CN1Cc2cc(OCCCCl)ccc2C(c2ccsc2)C1
44214,CCCCC(=O)c1c(-c2ccc3c(Br)c(OCc4nnn[nH]4)ccc3c2)sc2ccccc12
44215,CN(C)CCCN(c1ccccc1C(=O)c1ccccc1)c1ncccc1[N+](=O)[O-]
44216,OCC1=C(c2cccc3ccc(Cl)cc23)N2CCN=C2S1
44217,CCS(=O)(=O)c1ccc(Oc2cc(O)cc(C(=O)OC)c2)cn1
44218,CCOC(=O)C(C)(C)Oc1ccc(OCCCC#Cc2ccc(OC(F)(F)F)cc2)c(F)c1
44219,O=Cc1ccc(-c2ncccc2Cl)cc1
44220,O=C1CCC(N2C(=O)c3cccc(CNC(=O)c4cc5ccccc5o4)c3C2=O)C(=O)N1
44221,Cc1noc(-c2ccc(Br)cc2)c1C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1
44222,COC(=O)C[C@@H]1C(=O)Nc2ccccc2N1C(=O)c1ccc(F)c(F)c1
44223,CCS(=O)(=O)c1ccc(NC(=O)CCCc2ccc(B(O)O)cc2C)cc1C#N
44224,Cc1cc2nc(-c3ccn4nnc(C)c4c3)sc2c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O
44225,Cc1nc2c(Cl)ccc(OCC#N)c2c(C)c1Cc1ccc(Cl)cc1
44226,c1ccc(N2CCN(c3cc4c(nn3)-c3ccccc3CC4)CC2)cc1
44227,CC(C)(C)N1NCC(=O)C1=O
44228,O=S(=O)(CCCN(CCF)CCCCCCC1=C(c2ccc(F)cc2)CCCc2cc(O)ccc21)CCCC(F)(F)C(F)(F)F
44229,CC(C)c1ccc(N2CCC(C(C)C(=O)O)CC2c2ccc(C(F)(F)F)cc2)cc1
44230,O=C(OCc1ccc([N+](=O)[O-])cc1)N1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
44231,C=C(OCC)c1nc(C)ccc1[N+](=O)[O-]
44232,CC(C)(C)[Si](OCC[C@@H]1OCCc2cc(CO)ccc21)(c1ccccc1)c1ccccc1
44233,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(S(=O)Cc4ncn(C)n4)cc2)CCN3CC(C)C)cc1
44234,CCN1CCN(c2ccc(Cl)nc2)CC1
44235,N#Cc1ccc(Oc2ccc(C=C3SC(=S)NC3=O)cc2F)c(C(F)(F)F)c1
44236,Fc1ccc(C2=Nn3c(Cl)nnc3CC2)cc1
44237,c1ccc(Oc2cnc(Nc3nccs3)c(OCC3CCCC3)c2)cc1
44238,C[C@H]1CN(Cc2ccc(N(C)C(=O)c3ccc(-c4ccccn4)cc3)cc2)CCN1C(=O)OC(C)(C)C
44239,CCC(=O)C(C)(C)C1CCOC(C)(C)O1
44240,O=C(CCCCCBr)Nc1cc(Cl)c(O)c(Cl)c1
44241,O=C(Nc1nc(C(Cl)(Cl)Cl)ns1)c1ccccc1Cl
44242,O=C(C1COc2ccccc2O1)N1CCN(c2cccc(Cl)c2Cl)CC1
44243,CC(C)Oc1ccc(-c2noc(-c3ccc(OCC4CNCCO4)cc3)n2)cc1C(F)(F)F
44244,CCOC(=O)C=C(C)[C@@H]1[C@H](NC(=O)OC(C)(C)C)C(=O)N1Cc1ccc(OC)cc1OC
44245,Clc1ccnc2cc(-c3ncccn3)sc12
44246,CN(C)C(=O)Cc1cc2c(Br)ccnc2[nH]1
44247,CN1CCN(c2ccc(C(=O)O)cc2F)CC1
44248,CCn1nc(-c2ccc(C#N)cc2)c2c3cc(OC)c(OC)cc3ncc21
44249,O=C1c2ccccc2C(=O)N1CC#CCSc1nccc(NC(=S)NCC(F)(F)F)n1
44250,CC(C)c1nnc2ccc(Sc3ccccc3CN)cn12
44251,COC(=O)COc1cccc(N)c1C
44252,CSc1ncc(NC(=O)OC(C)(C)C)c(Br)n1
44253,CNc1cccc2c3c(ccc12)C(c1cc(Br)c(OC)c(OC)c1)C(C#N)=C(N)O3
44254,COc1cc(-c2cnc3c(c2)C(=Cc2ccc(C#N)cc2)C(=O)N3)cc(OC)c1OC
44255,O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(-c2ccccc2)cc1
44256,CN(C)CCOc1cccc(C=O)c1
44257,C=C(C)C(=O)SCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
44258,CCC(C(=O)OC(C)(C)C)N(CC(F)(F)F)c1ccc(C#N)c(Cl)c1
44259,CCOC(=O)c1nc(C#N)c2c(c1O)c(Br)c(Br)n2Cc1ccc(OC)cc1
44260,COc1ncc(-n2c(C(=O)N3CCC(F)(F)CC3)cc3cc(OC4CCN(C(C)C)CC4)ccc32)cn1
44261,CCOC(=O)CCCCCOc1ccc(I)cc1
44262,CN(C)CCNc1c2c(nc3ccccc13)CCCC2O
44263,O=C(NC1CC(F)(F)C1)[C@H](c1ccccc1Cl)N(C(=O)[C@@H]1CCCN1c1ncccn1)c1cccc(F)c1
44264,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2[N+](=O)[O-])c1
44265,O=C(O)CCc1csc(CBr)n1
44266,O=C1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21
44267,C[C@@H](O)c1ccc2cnc(Cl)cc2c1
44268,COc1ccc(Nc2nccs2)cc1
44269,Nc1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1
44270,COc1ccc(CNC(C)c2ccccc2)cc1
44271,CN(C)c1nc(NC2CCNCC2)nc2ccccc12
44272,Oc1ccc(N2CCN(CCc3ccccc3)CC2)cc1
44273,NC(=O)Nc1ccc(-c2ccc(C3(C(F)(F)F)N=N3)cc2)cc1
44274,CO[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCCC1
44275,COCCCO[C@@H]1CCCCC[C@H]1n1cnc(C(=O)N2CCN(C(=O)OC(C)(C)C)C[C@H]2Cc2ccccc2)c1-c1ccccc1
44276,O=C(O)CCN1CCC(c2ccc(OCc3ccc(C4CCCCC4)c(C(F)(F)F)c3)cc2)CC1
44277,CN1CC[C@@H](c2ccccc2)[C@H](O)C1
44278,CCCCCCCCCCCCCCOc1ccc(C(=O)N(Cc2ccccn2)C(C)=O)cc1C(C)(C)C
44279,NCCn1cc([N+](=O)[O-])cn1
44280,O=C(O)C(Sc1nc2cccnc2s1)c1ccccc1
44281,CCCCOc1nccc2nc(NCc3ccccc3)c3ccncc3c12
44282,CCN(CC)C(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)c3ccccc3-c3cccnc3)cc2F)CC1
44283,Cc1noc(C)c1-c1nc(Cl)ncc1Br
44284,CCCCC(=O)NC1CCN(CCNC(=O)c2nn(C(C)C)c3ccccc23)CC1
44285,CC(Oc1ccccc1)c1ccc(C(=O)O)c(F)c1
44286,CCc1cccc(S(=O)(=O)N2C[C@H](C)Oc3ncc(NC(=O)OC(C)(C)C)cc32)c1
44287,Cc1ncc(-c2cc(OCc3nc(C#N)co3)nc3c2CCC3)cn1
44288,O=C(Cc1ccc(Cl)c(Cl)c1)N1C(=O)OC[C@@H]1Cc1ccccc1
44289,COc1ccc(N)cc1C
44290,O=C(O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F
44291,O=C(O)CCSCc1ccc(OCc2ccccc2F)cc1
44292,Cc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCC3)cn2)c1
44293,COc1ccc(Cn2nc(NC(=O)c3cc(NC(=O)c4cc([N+](=O)[O-])nn4Cc4ccc(OC)cc4)nn3Cc3ccc(OC)cc3)cc2C(=O)NN[C@@H](CCCC(N)C(=O)OC(C)(C)C)C(=O)O)cc1
44294,CCN(CC)CCOc1ccc(NC(=O)COc2ccc(C(F)(F)F)cc2Cl)cc1OC
44295,FC(F)(F)C(OCOC(C(F)(F)F)C(F)(F)F)C(F)(F)F
44296,COc1c(N)cc(C(=O)O)cc1S(N)(=O)=O
44297,CCS(=O)(=O)N1CCC(Nc2n[nH]c3c2nc(-c2c(F)cccc2F)c2cc(C=NO)ccc23)CC1
44298,N#Cc1cc(CN2CCOCC2)cc([N+](=O)[O-])c1
44299,Cc1nc2c3ccccc3ccn2c1Cc1nnn[nH]1
44300,CCOC(=O)c1nc(Cl)ncc1N1CCOCC1
44301,CC(CO)(CO)NS(=O)(=O)c1cc(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(C(F)(F)F)cc4)nc23)c(Cl)s1
44302,CCC[C@H]1C(=O)N(Cc2ccc3c(N)ncnc3c2)CCN1C(=O)COc1ccc(Cl)s1
44303,CC(C)(C)OC(=O)NC1(c2ccc(-c3nc4c5cc(-c6cccc(C#N)c6)ccc5nn4cc3-c3ccccc3)cc2)CCC1
44304,C[C@@H]1CC(=O)O[C@@H]1c1ccc(OCCCBr)cc1
44305,Cc1cc2c(c(SCC(=O)O)n1)c(=O)cc(Nc1ccccc1)n2-c1ccccc1
44306,O=[N+]([O-])c1ccccc1Oc1cncc(Cl)c1
44307,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnc(C(F)F)[nH]3)c2)cn1
44308,C=CCC1CCN(C(=O)OC(C)(C)C)CC1
44309,COCCOCCOCCOc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(C(=O)NC5COC5)c4OC)c4ccccc34)ccn2)cc(OC)c1
44310,CCOP(=O)(CN(c1ccc2cc(N)ccc2c1)S(=O)(=O)c1cc(Cl)cc(Cl)c1)OCC
44311,O=C(O)c1ccc(S(=O)(=O)n2cc(C3CCOCC3)c3ccccc32)cc1
44312,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)CC3CCC(C)CC3)CC2)nc1CN1CCCCC1=O
44313,O=C(CCNC(c1ccccc1)(c1ccccc1)c1ccccc1)Nc1cnn2c1NCC2
44314,CC(C)(C)C1CCC(=O)C(C(C)(C)C)C1
44315,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)NCCO3
44316,COC(=O)Cc1c[nH]c2ccc(NS(C)(=O)=O)cc12
44317,CC(=O)OCC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1C
44318,CNC(=O)[C@H](CC(C)C)NC(=O)C(CC(C)C)CP(=O)(O)CN1C(=O)c2cccc(O)c2C1=O
44319,O=C(Nc1ccc(F)cc1)N1CCc2c(F)cccc2C1c1ccc(C(F)(F)F)cc1
44320,O=c1[nH]c2cc(Cl)c(Nc3ncnc4[nH]c5c(c34)CCCC5)cc2s1
44321,CC(C)C(O)(c1ccc(-c2ccc(Cl)cc2)cc1)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
44322,CCOCc1nc2c(N)nc3ccccc3c2n1CCN=[N+]=[N-]
44323,COC(=O)COc1nc(SC)nc(N)c1I
44324,CC(C)(C)OC(=O)CCSCc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2-c2cc(C(=O)c3cccc(C(F)(F)F)c3)ccn2)c1
44325,CC(C)N(CCCN)S(=O)(=O)c1ccccc1[N+](=O)[O-]
44326,COc1c(N)ccc2c1C(=CCNC(C)=O)CC2
44327,CCN(CCCN1CCCC1=O)Cc1cccc(OC)c1-c1cccc(CC(=O)OC)c1
44328,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N
44329,COC(=O)C(C)C(=O)NCCc1ccccc1I
44330,CCC=CCCC(O)CCC(C)O
44331,Cc1cnc(N2CCN(C(=O)c3ccc(N4CCOC4=O)nc3)CC2)c(C2CC2)c1
44332,NCc1c(N)nc2c(c1-c1ccc(Cl)cc1Cl)CCc1ccccc1-2
44333,CCOC(=O)c1c(NC(C)=O)sc2c1CCCC2
44334,CCOC(=O)c1cc(O)n(CC(=O)N[C@H]2CCCC[C@@H]2OCc2ccccc2)n1
44335,CCOC(CC(=O)O)OCC
44336,c1ccc2c(c1)CCOC2CCN1CCNCC1
44337,CC(C)C1Oc2ccc(C(F)(F)F)cc2N(CCC(=O)O)C1=O
44338,CCOC(OCC)[C@H](C)N(Cc1csc2ccccc12)C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)CN(C)NC(=O)NCc1ccc(Cl)cc1
44339,O=[N+]([O-])c1ccc(-n2cnc(CCl)c2)c([N+](=O)[O-])c1
44340,COC1(OC)CCn2c(CN3CCC(c4ccc(F)cc4)CC3)nc3cc(F)cc1c32
44341,C=CCOC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)Nc2cc(O[Si](C(C)C)(C(C)C)C(C)C)c(OC)cc2C(=O)N2C=C(/C=C/C)C[C@H]2CO)cc1)C(C)C
44342,Cc1ccc(CN2C(=O)c3ccccc3C2=O)n1CCCn1ccnc1
44343,CS(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(N3CCC(O)C3)cc2c1=O
44344,COC(=O)C(=O)c1ccc(OCCOC2CCCCC2)cc1
44345,CCOC(=O)c1ccc(C(c2ccc(F)cc2)c2ccc(F)cc2)s1
44346,CCOC(=O)CCc1cn(Cc2ccc3cc(OCc4cccnc4C)ccc3c2)cc1-c1ccccc1
44347,COc1cc(NC(=O)C(=O)c2c(C)n(Cc3ccc(Cl)cc3)c3ccc(CN(C)C)cc23)ccn1
44348,C=C(OCC)c1c(C)nc(C)nc1NCc1ccc(Br)cc1
44349,CCCS(=O)(=O)c1cccc(C#Cc2cc(-c3c(C)nn(C)c3C)ccc2OCC(=O)OC(C)(C)C)c1
44350,NC(=O)c1ccc2[nH]nnc2c1
44351,Clc1ccc2c(C3=CCN(CCCCOc4cccc5[nH]ccc45)CC3)c[nH]c2c1
44352,CCCc1nc2c(C)cc(-c3nc4ccc(N(C)CCO)cc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1
44353,COc1cc2c(SC)ncnc2cc1C=CCO
44354,Nc1c2c(nc3c(-c4ncccn4)cccc13)CN(C1CCC1)C2=O
44355,O=C1NS(=O)(=O)c2cccc(O)c21
44356,COc1ncc(F)nc1C#N
44357,CCOC(=O)C1CCC(CN(CC(=O)OC(C)(C)C)C(=O)OC)N1C(=O)OC(C)(C)C
44358,COc1cc(C)nc(NC(=O)NS(=O)(=O)c2cccc3cccnc23)n1
44359,CON(C)C(=O)C1CCN(S(=O)(=O)c2ccc(C)cc2)c2ccccc21
44360,N[C@H](C(=O)Nc1cc2c3c(c(-c4ccccc4)[nH]c3c1)C=NNC2=O)C1CCCCC1
44361,O=C(O)C1CCC=CCCC1
44362,CC(C)(C)c1cc(N)n(-c2cccc(OCCCO)c2)n1
44363,CN(C)[C@H]1CCN(c2cccc3nc(CN4CCC[C@H]5CCc6cccnc6[C@H]54)cn23)C1
44364,CC(=O)OC[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](c2c[nH]c3c(N)ncnc23)N1C(=O)OC(C)(C)C
44365,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccccc3)n[nH]c2c1
44366,CC(C)(C)c1cccc2c(=O)[nH]cnc12
44367,OCCc1ccc(Cc2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1
44368,CC(C)(C)OC(=O)N1CCN(CC(=O)c2ccc(F)c(C#N)c2)[C@H](CO)C1
44369,O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(Nc2cncnc2)cc1
44370,CCCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)OCC)cc1F
44371,NCC1CCC2(CC1)CC2
44372,Nc1ccc(Cl)cc1C=C1OC(=O)c2ccccc21
44373,COc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1
44374,CC(Cl)c1ccc(OCC(N)=O)c(C#N)c1
44375,CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(-c5ccc(OC)cc5)cc43)c(C)c2C1=O
44376,O=C(O)C1Cc2nc(-c3ccc(OC4CC(N5CCCCC5)C4)cc3)sc2C1
44377,C=CCCOCC=NO
44378,CC1(C(=O)O)CCc2onc(-c3ccc(Cl)cc3)c2CC1
44379,Nc1ccc(-c2ccccc2F)nc1
44380,Cc1cc(C2CC2)cnc1N1CCN(C(=O)c2cnc(N3CCN(C)C3=O)cn2)CC1
44381,O=C(Cc1ccccc1)N1CC[C@H](N(Cc2ccnc3ccccc23)C(=O)C(F)(F)F)C[C@H]1Cc1ccccc1
44382,CNCC(O)c1ncccn1
44383,CCN(CCCc1ccccc1)[C@@H]1CC[C@@H](c2ccc(OCc3ccccc3)cc2)CC1
44384,Nc1cnn(-c2ccc(F)cc2)c1
44385,Cc1c(C(=O)O)c2cccc(F)c2c(=O)n1-c1cccnc1
44386,COCC(=O)N1CC(C)N(Cc2cc(-c3ccc(O)cc3)nc3[nH]nc(C)c23)CC12CCCC2
44387,COC(=O)c1ccc(OCC(=O)N(C)C)c(OC)c1
44388,CC(=O)N1CCN(Cc2ccc(-c3cc(C)ccc3Cl)cc2)C[C@@H]1Cc1ccccc1
44389,COc1ccc(-c2ccc(-c3nc(CCN4CCC[C@H]4C)c(C)o3)cc2)cc1
44390,CCOC(=O)c1cc(=O)c2cc(OC)cc(N3CCN(CC)CC3)c2o1
44391,COC(=O)c1ccc(NS(=O)(=O)c2cc(-c3cccc(C(=O)OC(C)C)c3)c(Cl)s2)cc1O
44392,CCC1(CC)OC(=O)N(C)c2ccc(Nc3cccc(Cl)c3Cl)cc21
44393,Cc1cc(Br)cc(OCc2ccccc2)c1
44394,COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)NC(C)C)C3
44395,O=C(NC(CC1C(=O)Nc2ccccc21)C(=O)O)c1ccc(Cl)cc1
44396,O=C(O)Cc1ccc2c(=O)c3ccccc3ccc2c1
44397,Nc1cc(S(=O)(=O)c2ccccc2)ccc1O
44398,CNc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F
44399,NC(=O)C(F)(c1ccc(C(F)(F)F)cc1)S(=O)(=O)CCC(F)(F)F
44400,COC(=O)c1c(Oc2nc(OC)cc(OC)n2)ccc2ocnc12
44401,CCOC(=O)/C=C/c1ccc2c(c1)CC(CNS(=O)(=O)c1ccc(Cl)cc1)C2
44402,Cc1c(Cl)cccc1Nc1ncccc1[N+](=O)[O-]
44403,O=[N+]([O-])c1cnn(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)c1
44404,Cc1ccc(Oc2ccc(CNC(=O)c3ccc(F)nc3N)cc2)cc1
44405,COCCOCc1cc(Br)ccc1F
44406,CC1CCC(N(C(=O)Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)s2)C2CCN(C(=O)C3CCCC3)CC2)CC1
44407,CCNC(=O)Oc1cn2ncnc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c2c1C
44408,C[Si](C)(C)CCN1C(=O)CN(c2ccc(/C=C/Cc3ccccc3)cc2OCc2ccccc2)S1(=O)=O
